MOF,K_ethane (mol m-3 Pa-1),K_ethene (mol m-3 Pa-1),D_ethane_a (m2/s),D_ethane_b (m2/s),D_ethane_c (m2/s),D_ethane,D_ethene_a (m2/s),D_ethene_b (m2/s),D_ethene_c (m2/s),D_ethene,P_ethane,P_ethene,K(ea/ee),Score,¦Á,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,SOCERE,A
NETRIN_clean,473.5480956,82.2257317,0,7.53E-14,0,2.51E-14,0,1.13E-12,0,3.77E-13,35480.76776,92452.81276,0.383771642,2.42593122,5.759122915,5.56191,3.11695,5.55591,1.85142,0,0,827.385,446.893,0.4814,0.260017,0,0,0,1
OKAYIK_clean,372.7431481,64.75274637,0,2.31E-09,0,7.70E-10,0,4.33E-09,0,1.44E-09,856752907.6,278984469.4,3.070969898,4.260315662,5.756406778,4.91102,3.55113,4.79222,1.56666,396.357,252.995,0,0,0.3392,0.216512,0,0,1,1
LUDCUK_clean,44.72410392,7.770856387,0,0,2.43E-11,8.10E-12,0,0,1.25E-10,4.17E-11,1081388.781,966524.4262,1.118842682,3.025968908,5.755363591,6.13722,3.87042,6.049,1.49949,788.964,526.155,0,0,0.4632,0.308905,0,1,0,1
WANRIM_clean,1226.182511,213.6385575,2.23E-16,0,0,7.43E-17,3.11E-15,0,0,1.04E-15,272.0783084,661.110362,0.411547487,1.006101149,5.739518771,5.01244,2.74566,5.01244,1.82496,0,0,771.65,422.831,0.4576,0.250745,0,0,0,1
ncomms11831_ncomms11831-s2_clean,384.1187515,67.47891508,0,2.24E-09,0,7.47E-10,0,4.20E-09,0,1.40E-09,856145277,282001436.2,3.035960698,4.257193345,5.692426309,4.88753,3.53737,4.88616,1.57042,403.532,256.959,0,0,0.3336,0.212428,0,0,1,1
OKAYEG_clean,412.621129,73.20638682,0,1.57E-09,0,5.23E-10,0,1.73E-09,0,5.77E-10,644592211.5,126016964.4,5.115122513,4.731665937,5.636408883,4.8581,3.49488,4.85158,1.57533,393.933,250.064,0,0,0.3384,0.214812,0,0,1,1
OPEGIA_clean,1303.449026,231.4328161,0,0,2.54E-10,8.47E-11,0,0,8.13E-10,2.71E-10,329428908.1,187218785.6,1.759593232,4.030593463,5.63208385,5.19146,3.15179,5.19146,2.50635,0,0,492.643,196.558,0.3978,0.158717,0,0,1,1
WANRIM01_clean,1197.004543,212.7607369,1.29E-16,0,0,4.30E-17,1.69E-15,0,0,5.63E-16,153.6453593,357.7767616,0.42944477,1.006211326,5.626059396,4.97627,2.70399,4.97627,1.83252,0,0,785.39,428.585,0.4586,0.250257,0,0,0,1
SOQJOZ_clean,194.6835779,34.67978109,0,0,0,0,8.23E-27,0,0,2.74E-27,0,2.84E-10,0,1.004042768,5.613748754,3.96651,2.53369,3.96651,1.87854,0,0,190.385,101.347,0.4106,0.218574,0,1,0,1
YOCNAH_clean,26.62850212,4.899683265,0,0,2.02E-08,6.73E-09,0,0,2.43E-08,8.10E-09,535219644.6,118469953.6,4.517766982,4.461854725,5.434739488,6.22868,3.97762,6.13994,1.44635,836.354,578.253,0,0,0.4804,0.332147,0,1,1,1
NEDLOZ_clean,148.101716,27.40180419,0,0,1.56E-09,5.20E-10,0,0,3.30E-09,1.10E-09,229889230.8,89976073.46,2.555004036,3.996643342,5.404816229,5.19157,3.5955,4.37454,1.44817,1020.62,704.764,0,0,0.4738,0.327171,0,0,1,1
NAYPIM_clean,379.7366009,70.28664502,6.60E-10,0,4.71E-18,2.20E-10,2.02E-09,3.88E-20,3.29E-16,6.73E-10,249379262.1,141272682.7,1.765233429,3.982365771,5.402684974,5.76963,3.48376,5.76943,1.68342,1111,659.968,0,0,0.502,0.298203,0,0,1,1
VAPBEV_clean,131.2216943,24.33520568,1.65E-08,0,0,5.50E-09,2.30E-08,0,0,7.67E-09,2154386026,556925105.1,3.868358611,4.52683149,5.392257457,6.2413,3.63671,6.2413,1.10537,871.132,788.092,165.749,149.949,0.5168,0.467536,0,0,1,1
JAVSUV_clean,409.89225,76.55817096,0,1.13E-09,0,3.77E-10,0,2.95E-09,0,9.83E-10,460873873.1,224722989.4,2.05085325,4.096863466,5.353997423,5.63959,3.43313,5.63872,1.69188,1126.3,665.708,0,0,0.4934,0.291628,0,0,1,1
ESIWAF_clean,370.4196736,69.39336862,1.02E-13,1.22E-09,5.44E-19,4.07E-10,8.59E-13,3.04E-09,4.80E-17,1.01E-09,449701278.4,209965624.7,2.141785252,4.095592303,5.337969333,5.69105,3.39715,5.67851,1.65491,1181.64,714.02,0,0,0.5042,0.304669,0,0,1,1
QETHUT_clean,398.7564911,74.85908909,0,9.76E-10,0,3.25E-10,0,2.56E-09,0,8.53E-10,387250084.9,190685838.9,2.030827707,4.066004084,5.326761198,5.64185,3.41958,5.64104,1.68813,1127.74,668.04,0,0,0.4972,0.294527,0,0,1,1
VAPBIZ_clean,153.7944752,29.04505653,1.56E-08,0,0,5.20E-09,2.18E-08,0,0,7.27E-09,2387257525,630032072,3.789104764,4.529917974,5.295031016,6.25794,3.6162,5.25123,1.10539,876.554,792.979,162.666,147.157,0.5196,0.470059,0,0,1,1
BIHBEB_clean,28.14756635,5.325170395,2.28E-10,0,0,7.60E-11,4.83E-10,0,0,1.61E-10,6385716.545,2559260.996,2.495140806,3.371096114,5.285758814,18.34605,17.1599,18.34605,0.724278,1666.73,2301.23,0,0,0.776,1.07141,0,1,2,1
GIMSUS_clean,33.94796327,6.423382247,4.72E-19,0,0,1.57E-19,1.18E-16,0,0,3.93E-17,0.01594372,0.754188164,0.021140242,1.004129143,5.285060419,4.94182,3.17204,4.94182,1.63504,0,0,541.618,331.257,0.4382,0.268006,0,0,0,1
OPEGOG_clean,294.6043341,55.80048112,2.69E-13,0,0,8.97E-14,1.08E-12,0,0,3.60E-13,78854.2944,59964.69613,1.31501199,2.573788625,5.279602043,4.90473,2.95666,4.90473,2.48384,0,0,357.948,144.111,0.4042,0.162732,0,0,0,1
WERHIK_clean,308.6156603,59.17249619,4.38E-18,6.00E-20,1.81E-09,6.03E-10,2.97E-16,2.18E-18,4.34E-09,1.45E-09,555815270.2,255530996.2,2.175138353,4.133562307,5.215525458,5.75389,3.54583,5.75389,1.67143,1139.75,681.902,0,0,0.4974,0.297589,0,0,1,1
IKOKEA_clean,212.7438257,41.38114425,1.41E-09,6.89E-19,2.19E-14,4.70E-10,2.56E-09,1.76E-17,4.91E-13,8.53E-10,298481048.2,105428903.6,2.831112133,4.058549505,5.141081272,6.08904,3.3904,6.07977,1.63594,1155.87,706.549,0,0,0.5166,0.315782,0,0,1,1
LUDKUS_clean,91.79009302,17.90574934,0,0,1.90E-08,6.33E-09,0,0,1.34E-08,4.47E-09,1735335092,238743324.5,7.268622464,7.983742071,5.126291633,6.94763,4.22525,6.94763,1.5606,819.909,525.382,0,0,0.4464,0.286044,0,1,1,1
QUFGED_clean,406.2168792,79.46410071,0,4.13E-09,9.54E-13,1.38E-09,0,6.07E-09,2.71E-11,2.03E-09,1669714669,482090117.8,3.46349076,4.418135362,5.111954651,5.36015,3.38006,5.36015,1.61094,1011.12,627.662,9.15418,5.68251,0.5046,0.313234,0,1,1,1
QUXRIM_clean,128.9160212,25.40568519,0,2.65E-08,0,8.83E-09,0,2.72E-08,0,9.07E-09,3399278171,687596653.9,4.943709589,4.97971343,5.074298144,4.75182,4.31251,4.74788,1.55891,477.005,305.985,0,0,0.3332,0.213739,0,0,1,1
NATHOI_clean,140.4608532,27.76819421,2.59E-11,1.50E-11,5.12E-12,1.53E-11,4.88E-11,3.00E-11,1.27E-11,3.05E-11,6431849.218,2528149.025,2.544094179,3.374805614,5.058335884,8.63265,8.31738,8.63265,0.954966,1909.82,1999.88,0,0,0.6476,0.678139,0,0,2,1
MIMVEJ_clean,144.2706479,28.68876995,3.83E-08,0,0,1.28E-08,3.87E-08,0,0,1.29E-08,5498075437,1104731738,4.976842111,5.082349196,5.028819575,4.71676,4.28533,4.60921,1.30405,891.701,683.791,0,0,0.494,0.378819,0,0,1,1
TUYLIJ_clean,707.9713816,140.831886,1.79E-08,0,0,5.97E-09,2.82E-08,0,0,9.40E-09,12609639533,3951700682,3.190939939,4.738565889,5.02706739,4.51754,3.71437,4.51754,1.86429,822.472,441.171,0,0,0.4454,0.238911,0,0,1,1
MECLEL_clean,275.5906343,54.91001524,2.47E-18,0,5.02E-14,1.67E-14,1.25E-16,0,4.25E-13,1.42E-13,13766.49806,23227.48281,0.592681444,2.26284208,5.018950242,6.5631,2.8574,6.52958,1.72824,0,0,1055.34,610.644,0.4884,0.2826,0,0,0,1
QAJJOB01_clean,185.4878478,37.11667068,0,8.57E-16,0,2.86E-16,0,1.01E-14,0,3.37E-15,158.1722244,373.0133073,0.424039093,1.00617784,4.997426881,5.38986,2.70044,5.35071,2.55901,0,0,869.841,339.913,0.4802,0.187651,0,1,0,1
USAYOE_clean,17.02185069,3.411771309,6.25E-24,0,0,2.08E-24,1.24E-21,0,0,4.13E-22,1.06E-07,4.21E-06,0.025146943,1.004145721,4.989153477,5.44436,2.64294,4.72341,1.35551,0,0,640.71,472.672,0.4472,0.329914,0,1,0,1
XANNAB_clean,72.28912276,14.4893954,0,6.79E-11,9.89E-20,2.26E-11,0,1.60E-10,2.96E-19,5.33E-11,4884011.386,2306769.421,2.11725166,3.309099085,4.989105533,5.37371,3.38826,5.37371,1.32913,546.549,411.209,252.624,190.067,0.4798,0.360989,0,1,0,1
LIDZOP_clean,93.10700826,18.69605485,1.23E-08,0,0,4.10E-09,1.29E-08,0,0,4.30E-09,1139518609,239979211.5,4.748405503,4.689224555,4.98003504,5.56488,4.14994,5.56158,1.64984,557.624,337.986,0,0,0.3922,0.23772,0,0,1,1
YAPXIX_clean,33.09071045,6.648199824,0,0,3.76E-17,1.25E-17,0,0,2.50E-15,8.33E-16,1.23802061,16.53781051,0.074860007,1.004357026,4.977394081,5.17779,4.8964,5.17779,1.52841,213.864,139.925,323.996,211.982,0.4448,0.291021,0,1,0,1
HAJPEQ_clean,39.50941384,7.940317537,0,0,1.35E-10,4.50E-11,0,0,9.71E-10,3.24E-10,5307234.695,7671689.879,0.691794739,3.298021926,4.975797713,6.11767,3.57208,6.10936,1.00677,852.908,847.173,0,0,0.5204,0.516901,0,1,0,1
SIVVAW_clean,29.31208403,5.898917489,1.61E-17,0,0,5.37E-18,2.22E-15,0,0,7.40E-16,0.46957667,13.0304446,0.036036888,1.004191114,4.969061541,5.08743,3.23479,5.07493,1.60763,0,0,602.076,374.512,0.4514,0.280786,0,0,0,1
IGUTEK_clean,129.1746131,26.2111619,8.57E-11,0,0,2.86E-11,3.47E-10,0,0,1.16E-10,11015188.4,9050023.064,1.217144788,3.430451344,4.928229187,6.65766,3.11444,6.65761,1.49885,0,0,1310.11,874.081,0.5442,0.363079,0,0,2,1
QUFGIH_clean,393.6623486,80.07535482,0,6.60E-10,2.52E-15,2.20E-10,0,1.34E-09,3.08E-13,4.47E-10,258525514.5,106791680.3,2.420839469,4.010503949,4.916148664,5.23484,3.17899,5.23484,1.61709,0,0,909.892,562.673,0.5008,0.309692,0,1,1,1
BUSQIQ_clean,407.1709727,82.99218587,0,9.34E-09,0,3.11E-09,0,1.50E-08,0,0.000000005,3784056602,1238689341,3.054887514,4.516965734,4.906136264,4.44057,3.72721,4.4272,1.56982,999.031,636.398,0,0,0.4302,0.274044,0,0,1,1
UPOSOI_clean,15.2865087,3.119224601,0,0,6.73E-16,2.24E-16,0,0,3.62E-14,1.21E-14,10.23663717,112.3541598,0.091110442,1.004428408,4.900739977,5.85546,3.15663,5.83068,1.61562,0,0,512.998,317.523,0.455,0.281625,0,1,0,1
QAJJOB_clean,151.539648,31.03689359,0,1.14E-15,0,3.80E-16,0,1.35E-14,0,4.50E-15,171.8957201,416.913496,0.412305482,1.006105776,4.882564924,5.4172,2.71161,4.91153,2.53284,0,0,892.976,352.559,0.5096,0.201197,0,1,0,1
PUQYAC_clean,34.58141689,7.171878759,1.34E-17,0,0,4.47E-18,1.08E-15,0,0,3.60E-16,0.461085559,7.707093592,0.059826127,1.004292013,4.821807235,5.36415,5.07421,5.36415,1.50028,235.559,157.01,320.725,213.777,0.4614,0.307543,0,1,0,1
PUQXUV_clean,34.98022612,7.265091011,7.44E-18,0,0,2.48E-18,6.69E-16,0,0,2.23E-16,0.258958092,4.836165061,0.053546165,1.004265143,4.814836602,5.37589,5.08075,5.29758,1.50363,233.241,155.118,324.657,215.915,0.4578,0.304462,0,1,0,1
YIZGEV_clean,125.2100714,26.09433085,2.18E-11,2.18E-11,2.49E-13,1.46E-11,1.55E-10,1.54E-10,5.60E-12,1.05E-10,5463021.314,8168434.314,0.668796627,3.302864185,4.79836299,8.18498,3.62665,8.04776,1.4535,879.019,604.759,443.479,305.11,0.5378,0.370003,0,0,0,1
OBUREL_clean,24.57287307,5.122323791,0,0,1.76E-11,5.87E-12,0,0,1.03E-10,3.43E-11,430330.9115,524974.4781,0.819717776,2.862697532,4.797211983,8.37405,3.25275,8.3739,1.32291,0,0,1027.27,776.523,0.5,0.377954,0,1,0,1
ZIDVAL_clean,30.67386336,6.395269024,2.11E-09,0,0,7.03E-10,2.94E-09,0,0,9.80E-10,64399852.43,18708548.19,3.442268837,3.849921975,4.796336674,5.32891,3.57912,5.32891,1.33917,571.442,426.715,0,0,0.4296,0.320796,0,1,2,1
BEFMAC_clean,197.4592054,41.25261406,2.72E-09,0,4.94E-12,9.08E-10,4.25E-09,0,3.02E-11,1.43E-09,535387549.4,175690983.8,3.047325127,4.176603716,4.786586496,5.39704,3.47321,5.39704,1.51705,1003.1,661.215,0,0,0.5144,0.339079,0,0,1,1
YARBUQ_clean,54.9582752,11.52938016,1.16E-10,0,0,3.87E-11,2.13E-10,0,0,7.10E-11,6343442.71,2443540.273,2.596004977,3.375143762,4.766802242,4.67624,4.03616,4.54961,1.19852,280.172,233.766,258.386,215.589,0.447,0.372961,0,1,2,1
UVEXAV_clean,120.2812685,25.28015797,0,2.25E-08,0,7.50E-09,0,3.28E-08,0,1.09E-08,2692864220,825063862.1,3.263825194,4.477801634,4.757931839,4.66793,3.98237,4.65272,1.99529,1051.01,526.749,0,0,0.449,0.22503,0,0,1,1
VAHSIH_clean,116.2866651,24.50299094,8.29E-09,0,0,2.76E-09,1.01E-08,0,0,3.37E-09,959220351.9,246248963.7,3.895327467,4.39155897,4.745815129,5.78158,3.23492,5.77817,1.62959,0,0,1136.54,697.439,0.511,0.313577,0,0,1,1
MIHHOA_clean,56.81420496,12.0271991,0,2.55E-15,0,8.50E-16,0,1.47E-13,0,4.90E-14,144.1554454,1759.202256,0.081943645,1.004387999,4.723810131,4.98547,3.21821,4.97786,1.3146,0,0,432.547,329.033,0.4352,0.331052,0,0,0,1
DEPTOH_clean,87.6421137,18.5637519,1.14E-17,0,4.60E-09,1.53E-09,2.67E-16,0,6.98E-09,2.33E-09,401147984.1,128930341.5,3.11135439,4.13208778,4.721142265,5.8241,3.64846,5.79204,2.13649,1058.19,495.294,0,0,0.4966,0.232438,0,0,1,1
SIHLUQ_clean,83.99573811,17.81938898,6.18E-11,0,0,2.06E-11,8.59E-11,0,0,2.86E-11,5165111.06,1523070.163,3.391249587,3.405314394,4.713727177,6.79694,3.06642,6.79694,1.50048,0,0,1308.6,872.123,0.5456,0.363617,0,0,2,1
CUXDUU_clean,254.6492342,54.17517841,4.22E-19,0,0,1.41E-19,7.88E-18,0,0,2.63E-18,0.10692734,0.424776523,0.251726106,1.005199985,4.700477999,4.90588,2.58508,4.90027,2.41143,0,0,718.85,298.101,0.4548,0.188602,0,1,0,1
DEPSEW_clean,86.81833053,18.47391548,3.48E-18,0,4.86E-09,1.62E-09,9.29E-17,0,6.88E-09,2.29E-09,419837897.2,126468199.2,3.319711198,4.16102475,4.699508917,5.82661,3.6907,5.82661,2.13899,1066.33,498.522,0,0,0.4968,0.232259,0,0,1,1
MIHHUG_clean,53.55858792,11.41513511,0,9.42E-13,0,3.14E-13,0,1.28E-11,0,4.27E-12,50201.1839,145386.7954,0.345293971,2.48599561,4.691892597,5.15935,3.29973,5.1188,1.30475,0,0,470.195,360.372,0.4334,0.332171,0,0,0,1
BEFLAB01_clean,68.23714217,14.55571325,0,0,3.48E-10,1.16E-10,0,0,4.53E-10,1.51E-10,23628383.56,6560933.435,3.601375291,3.697535409,4.687997146,5.80097,3.15558,5.80097,1.5641,0,0,788.891,504.373,0.5044,0.322486,0,0,2,1
ITIXAM_clean,25.39512469,5.421393633,0,4.94E-13,0,1.65E-13,0,3.15E-12,0,1.05E-12,12482.77771,16992.4278,0.734608253,2.246952313,4.68424291,4.7164,3.15961,4.70077,1.26249,0,0,634.783,502.801,0.4728,0.374497,0,1,0,1
PAPVIN_clean,59.73248737,12.8229292,4.13E-16,0,0,1.38E-16,9.57E-15,0,0,3.19E-15,24.54678337,122.1049079,0.201030276,1.004942938,4.658256038,4.8231,3.07966,4.81833,1.46172,0,0,533.123,364.722,0.4442,0.303888,0,1,0,1
NIRKAB_clean,84.03466442,18.08890225,2.07E-09,0,0,6.90E-10,4.38E-09,0,0,1.46E-09,173086323.7,78835215.78,2.19554576,3.931628983,4.64564755,6.92969,3.36489,6.92969,1.45312,1377.63,948.051,0,0,0.547,0.376432,0,0,1,1
COQJOJ_clean,28.41138642,6.126321065,3.82E-10,5.38E-11,0,1.45E-10,4.48E-10,1.47E-10,0,1.98E-10,12320081.79,3627025.904,3.396744914,3.556989674,4.637593446,7.38214,4.96534,7.38214,1.07307,1447.07,1348.53,0.0720169,0.0671129,0.5318,0.495588,0,1,2,1
IZERAI_clean,7.660925347,1.662067998,1.15E-10,0,1.48E-09,5.32E-10,3.21E-10,0,9.28E-10,4.16E-10,12158384.01,2065594.955,5.886141414,4.505098306,4.60927312,21.81992,21.11699,21.81992,0.624269,1355.09,2170.68,0,0,0.7802,1.24978,0,1,1,1
ja5b02556_si_002_clean,37.98980435,8.243015797,2.49E-08,0,0,8.30E-09,2.60E-08,0,0,8.67E-09,941239928.7,213252150,4.413741802,4.523323349,4.608726379,4.73869,3.95041,4.3237,1.15657,768.798,664.724,0,0,0.4702,0.406548,0,0,1,1
GUMDEZ_clean,75.46971374,16.41477027,0,2.70E-08,0,0.000000009,0,2.83E-08,0,9.43E-09,2027544548,462226864.3,4.386470594,4.647650088,4.59767103,5.27869,4.82624,5.26972,1.35338,1171.24,865.416,0,0,0.5066,0.374323,0,0,1,1
JILWIL_clean,78.2230174,17.05815893,1.83E-10,1.83E-10,8.86E-09,3.08E-09,3.23E-10,5.83E-10,9.18E-09,3.36E-09,718095083.1,171192627.8,4.194661255,4.410634683,4.585665881,8.24655,3.54646,8.24655,1.48902,1339.88,899.835,0,0,0.545,0.366011,0,0,1,1
JOHSIJ_clean,219.6467565,47.94115548,3.12E-09,0,0,1.04E-09,3.50E-09,0,0,1.17E-09,681888438.1,166959247.9,4.084160934,4.373593755,4.581590792,5.60766,4.19977,5.57879,1.66671,1145.47,687.263,0,0,0.488,0.292793,0,0,1,1
PAPVEJ_clean,61.47012669,13.44942266,2.70E-18,0,0,9.00E-19,1.59E-16,0,0,5.30E-17,0.165143624,2.127819107,0.077611684,1.004369031,4.570465829,4.81247,3.05568,4.78767,1.46668,0,0,513.987,350.443,0.4398,0.299861,0,1,0,1
HADDOI_clean,26.10663539,5.713936332,0,2.39E-15,0,7.97E-16,0,5.30E-14,0,1.77E-14,62.0844364,301.3319658,0.206033357,1.00496773,4.568940547,5.28646,3.07017,5.25316,1.66255,0,0,167.089,100.502,0.3946,0.237347,0,1,0,1
ZUTBIB_clean,58.66734825,12.92839387,0,2.75E-09,0,9.17E-10,0,5.06E-09,0,1.69E-09,160532545,65092211.92,2.466232752,3.92984093,4.537868264,5.89251,3.41929,5.89251,2.16043,1096.32,507.456,0,0,0.5212,0.241248,0,0,1,1
LOGBEO_clean,70.40259803,15.52701066,1.64E-10,1.62E-10,9.38E-09,3.24E-09,6.03E-10,6.02E-10,8.92E-09,3.38E-09,679927976.6,156428838.7,4.346564112,4.445138263,4.534201694,8.32475,3.5444,8.32475,1.47637,1351.58,915.479,0,0,0.5444,0.368742,0,0,1,1
FASFOX_clean,50.34181301,11.1221554,0,0,8.30E-12,2.77E-12,0,0,9.21E-12,3.07E-12,415758.2567,101925.4241,4.079043676,3.086419219,4.526264128,5.05037,3.3454,5.04992,1.48453,443.629,298.835,0.216133,0.14559,0.4282,0.288442,0,0,0,1
OTOZAA_clean,33.36583273,7.375651512,2.54E-10,2.53E-10,1.15E-10,2.07E-10,4.65E-10,4.62E-10,2.74E-10,4.00E-10,20650296.48,8814087.031,2.342874129,3.568060247,4.523781076,6.85219,5.8161,6.82993,0.945875,2241.09,2369.33,0,0,0.6656,0.703687,0,0,2,1
YIZGOF_clean,69.31408468,15.36171919,2.43E-10,1.92E-10,9.81E-09,3.42E-09,7.21E-10,3.95E-10,8.56E-09,3.23E-09,706589848.3,147900492.4,4.777467855,4.619960522,4.512130695,8.30449,3.57994,8.30449,1.47966,1364.44,922.132,0,0,0.552,0.373059,0,0,1,1
FASGAK_clean,40.97545506,9.100785823,0,0,1.74E-12,5.80E-13,0,0,2.82E-12,9.40E-13,70942.57891,25536.53335,2.778081814,2.605403374,4.502408458,4.97958,3.34492,4.9783,1.52455,441.077,289.316,0,0,0.4214,0.27641,0,0,0,1
FECCIZ_clean,1004.568756,223.1274276,7.12E-13,6.46E-10,0,2.16E-10,4.11E-12,5.01E-09,0,1.67E-09,646434496.8,1113219369,0.580689229,4.131435327,4.50221995,4.99663,3.47947,4.98801,1.68897,855.07,506.267,0,0,0.478,0.283012,0,0,1,1
AWAJIT_clean,34.17851816,7.609526101,5.69E-20,0,0,1.90E-20,5.54E-18,0,0,1.85E-18,0.001935082,0.041947039,0.046131558,1.004233636,4.491543587,5.17601,2.96369,5.14098,1.35864,0,0,482.657,355.251,0.4418,0.325179,0,1,0,1
OTIBUQ_clean,31.77434448,7.076517521,0,2.29E-12,0,7.63E-13,0,1.25E-11,0,4.17E-12,72401.24265,88016.38708,0.822588214,2.553101301,4.490110338,7.49622,5.20769,7.4368,0.82052,1944.83,2370.25,0,0,0.6366,0.775849,0,0,0,1
XACQAT_clean,70.33712212,15.71807393,3.51E-09,0,0,1.17E-09,4.42E-09,0,0,1.47E-09,245655023.5,69128245.54,3.553612877,4.097381837,4.474919919,5.05389,3.89577,5.05389,2.41939,826.15,341.47,0,0,0.42,0.173597,0,0,1,1
JILWOR_clean,45.54933847,10.18035041,2.04E-09,4.86E-09,2.84E-09,3.25E-09,3.30E-09,7.69E-09,4.68E-09,5.22E-09,441443340,158732428.8,2.781053269,4.123184126,4.474240732,10.37997,3.63188,10.37997,1.43849,1318.22,916.388,0,0,0.5592,0.38874,0,0,1,1
LOGBAK_clean,62.51898404,14.00507177,2.57E-10,2.55E-10,9.63E-09,3.38E-09,8.76E-10,4.26E-10,8.42E-09,3.24E-09,630912971.3,135479908.2,4.656874806,4.545717407,4.464024538,8.33905,3.64261,8.33905,1.46617,1378.61,940.283,0,0,0.5464,0.372672,0,0,1,1
HIZTUG_clean,16.51477027,3.700020047,0,0,2.26E-13,7.53E-14,0,0,1.50E-12,5.00E-13,3713.769235,5522.417981,0.672489704,2.035846189,4.463427241,14.58128,7.2695,14.58128,0.949199,1744.45,1837.81,0,0,0.6154,0.648336,0,1,0,1
KOMHEB_clean,9.446628177,2.118110015,0,0,4.27E-10,1.42E-10,0,0,5.22E-10,1.74E-10,4013642.021,1100152.665,3.648259147,3.396689066,4.459932728,6.83617,4.31178,6.83617,2.04431,589.974,288.593,3.15896,1.54524,0.4406,0.215525,0,1,2,1
DONXOV_clean,57.86636998,12.98156924,0,2.10E-08,0,0.000000007,0,2.50E-08,0,8.33E-09,1209148029,322924608,3.744366331,4.403928946,4.457578965,5.20432,4.68208,5.20432,1.61011,1148.99,713.61,0,0,0.4948,0.307309,0,1,1,1
DARJUD_clean,524.732323,117.7988132,0,0,1.14E-11,3.80E-12,0,0,6.18E-11,2.06E-11,5952187.544,7243747.916,0.821699984,3.319065365,4.454478859,4.94517,3.22924,4.94517,1.77645,0,0,850.176,478.58,0.4734,0.266486,0,0,0,1
MORZID_clean,820.0260524,184.1532756,0,1.97E-08,0,6.57E-09,0,2.28E-08,0,7.60E-09,16074142520,4177805655,3.84750844,4.871960425,4.452953931,4.19947,3.9712,4.19947,1.83218,696.283,380.03,0,0,0.4348,0.237313,0,0,1,1
IWAHIZ_clean,175.7941264,39.47933205,3.16E-09,0,0,1.05E-09,3.43E-09,0,0,1.14E-09,552745710.9,134740406.9,4.102301036,4.341513914,4.4528141,5.68381,4.27543,5.37535,1.64742,1153.12,699.956,0,0,0.4926,0.299014,0,0,1,1
SEMFIB_charged,24.97453292,5.619012108,4.21E-08,0,0,1.40E-08,4.35E-08,0,0,1.45E-08,1046196852,243210971.8,4.301602201,4.506274306,4.444648355,6.30171,4.17949,5.81814,1.31707,655.519,497.709,308.693,234.378,0.512,0.38874,0,0,1,1
acscombsci.5b00188_34903_clean,82.28584717,18.52623687,1.99E-08,1.98E-08,0,1.32E-08,2.08E-08,2.26E-08,0,1.45E-08,3250495654,800038487.7,4.062924102,4.639842882,4.441584535,6.15808,5.85025,6.15808,2.16583,1748.44,807.285,0,0,0.542,0.25025,0,0,1,1
YIZGIZ_clean,60.13525379,13.59251864,1.39E-10,1.60E-10,5.15E-09,1.82E-09,3.72E-10,7.18E-10,5.22E-09,2.10E-09,326046764.1,85342082.21,3.82046882,4.189765656,4.424143559,8.32701,3.59268,8.32701,1.46991,1382.6,940.602,0.383122,0.260644,0.553,0.376215,0,0,1,1
HUTTIA_clean,22.44068639,5.074757437,2.01E-20,0,0,6.70E-21,4.68E-18,0,0,1.56E-18,0.000448814,0.023631706,0.018992015,1.004120282,4.42202148,4.93965,2.94896,4.93965,1.29015,0,0,649.167,503.17,0.4978,0.385845,0,1,0,1
YIBMUT_clean,42.20271029,9.552529869,9.99E-24,0,0,3.33E-24,7.99E-21,0,0,2.66E-21,4.20E-07,7.59E-05,0.005523834,1.004065162,4.417961615,4.66852,3.42869,4.24306,1.43993,703.496,488.563,0,0,0.4898,0.340155,0,1,0,1
VOHQEO_clean,55.43366611,12.56649828,3.90E-10,0,0,1.30E-10,1.12E-09,0,0,3.73E-10,21511571.92,14004455.79,1.536051971,3.551852411,4.411226173,5.90589,3.32233,5.90589,2.18768,1040.5,475.616,0,0,0.5104,0.233306,0,0,2,1
FIJZEE_clean,27.9858632,6.346760484,0,0,1.82E-08,6.07E-09,0,0,2.35E-08,7.83E-09,506808666.9,148406837.2,3.414995404,4.204905724,4.409472087,7.37726,6.47542,7.37726,1.82096,874.8,480.405,0,0,0.4718,0.259093,0,0,1,1
LOFZUB_clean,56.38308877,12.82179055,4.91E-10,4.91E-10,9.33E-09,3.44E-09,1.30E-09,1.51E-09,8.23E-09,3.68E-09,578529762.6,140848326,4.107466371,4.350700255,4.397442662,8.36948,3.5655,8.36948,1.45872,1389.79,952.749,0,0,0.549,0.376358,0,0,1,1
QAJJUH_clean,135.4123326,30.88407104,0,1.21E-15,0,4.03E-16,0,1.29E-14,0,4.30E-15,163.0337537,396.4224044,0.411262713,1.006099412,4.384536366,5.38025,2.87226,4.98648,2.55792,0,0,839.543,328.213,0.4872,0.190467,0,1,0,1
ncomms11831_ncomms11831-s3_clean,64.73454815,14.79655601,0,2.56E-08,0,8.53E-09,0,2.71E-08,0,9.03E-09,1648959634,398991709.3,4.132816788,4.538963996,4.374974021,4.53044,4.08038,4.52326,1.56068,421.065,269.795,0,0,0.3414,0.21875,0,0,1,1
