MOF,K_ethane (mol m-3 Pa-1),K_ethene (mol m-3 Pa-1),D_ethane_a (m2/s),D_ethane_b (m2/s),D_ethane_c (m2/s),D_ethane,D_ethene_a (m2/s),D_ethene_b (m2/s),D_ethene_c (m2/s),D_ethene,P_ethane,P_ethene,K(ea/ee),Score,¦Á,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,SOCERE,A
RATNIL_charged,0.526605725,0.264325235,0,0,5.65E-11,1.88E-11,0,0,2.06E-10,6.87E-11,29605.19748,54180.09792,0.546422,2.395529298,1.992264284,4.99071,3.38148,4.963,1.11648,1463.29,1310.64,0,0,0.5614,0.502833,0,1,0,0
WIZDEP_clean,0.085626654,0.042979713,6.36E-09,0,0,2.12E-09,7.67E-09,0,0,2.56E-09,541876.1387,328014.3271,1.65198924,2.91465254,1.992257463,11.388,10.51295,11.388,1.29023,1549.54,1200.97,0,0,0.6408,0.496654,0,1,0,0
EPAGEJ_clean,0.135855184,0.06819822,0,1.86E-09,0,6.20E-10,0,2.72E-09,0,9.07E-10,251433.4749,184576.277,1.362219885,2.775955651,1.992063488,5.19961,3.47948,5.18752,1.66805,743.29,445.603,0,0,0.4886,0.292916,0,1,0,0
RAVWES_clean,0.084840831,0.042590811,2.48E-09,0,0,8.27E-10,3.08E-09,0,0,1.03E-09,209358.4685,130527.0626,1.603946832,2.748459362,1.991998485,24.44059,23.62721,24.44059,0.439059,1246.56,2839.17,0,0,0.7912,1.80203,0,1,0,0
IVETOT_clean,0.088794002,0.044591452,5.32E-09,1.03E-08,3.75E-09,6.46E-09,6.54E-09,9.89E-09,4.31E-09,6.91E-09,1711382.904,920225.5865,1.859742795,3.119301876,1.991278553,10.10291,7.15637,9.84044,0.681717,1733.15,2542.34,0,0,0.6842,1.00364,0,1,0,0
RIYBAE_clean,0.107112501,0.053792799,3.84E-09,7.69E-09,0,3.84E-09,3.98E-09,6.44E-09,0,3.47E-09,1228862.822,557732.3041,2.203320147,3.07240874,1.991205198,8.18384,7.49831,8.16337,1.22176,2051.61,1679.23,0,0,0.667,0.545934,0,0,0,0
POTREX_clean,0.054366129,0.027307353,0,2.66E-09,8.63E-09,3.76E-09,0,3.65E-09,1.23E-08,5.32E-09,610739.8969,433385.3536,1.409230589,2.930888779,1.990897067,14.70007,10.79864,14.70007,0.483438,2025.11,4188.97,0,0,0.7802,1.61386,0,1,0,0
JITQEI_clean,0.202301339,0.101631786,3.10E-12,0,4.46E-09,1.49E-09,3.41E-11,7.07E-10,5.68E-09,2.14E-09,898399.1105,649341.1553,1.383554859,2.997514558,1.990532165,4.74821,3.43684,4.74019,0.96574,1149.8,1190.59,1.38371,1.4328,0.5672,0.587322,0,1,0,0
KIGCEK_clean,0.081260524,0.040830727,8.58E-10,0,0,2.86E-10,1.09E-09,0,0,3.63E-10,69374.65631,44284.07207,1.56658259,2.555846208,1.990180679,10.39364,10.27787,10.39364,0.990795,1293.94,1305.96,0,0,0.603,0.608602,0,1,0,0
VUGYIH_clean,0.450922139,0.226601716,8.63E-10,0,0,2.88E-10,1.08E-09,0,0,3.60E-10,387209.7572,243512.2918,1.59010354,2.85500529,1.989932587,7.72851,6.23818,7.68217,1.11585,1251.2,1121.3,68.7821,61.641,0.5678,0.508849,0,0,0,0
SOMCON_clean,0.108964798,0.054775078,2.63E-08,3.59E-09,0,9.96E-09,2.89E-08,3.88E-09,0,1.09E-08,3240754.042,1786594.086,1.813928562,3.22905879,1.989313425,8.11347,7.39172,8.11088,1.23046,2025.07,1645.79,0,0,0.6712,0.545487,0,0,0,0
SEFVEG_clean,0.051242883,0.025767781,5.18E-21,5.09E-21,5.01E-21,5.09E-21,8.99E-18,8.98E-18,8.11E-18,8.69E-18,7.79E-07,0.00066868,0.001165124,1.004047481,1.988641668,11.61384,3.82499,11.61384,0.903214,1567.68,1735.67,0,0,0.6424,0.711238,0,0,0,0
JADJOQ_clean,0.143039852,0.071942908,2.02E-08,0,0,6.73E-09,2.43E-08,0,0,8.10E-09,2875029.861,1739515.089,1.652776615,3.204566087,1.988241176,5.63389,5.12978,5.62594,1.03186,2420.1,2345.38,0,0,0.6734,0.65261,0,1,0,0
EMIGEN_charged,0.055693208,0.02801299,2.57E-09,3.21E-09,0,1.93E-09,3.70E-09,4.62E-09,0,2.77E-09,320305.2162,231908.5341,1.381170457,2.81831403,1.988120797,9.93361,9.15754,9.92686,1.09302,2331.12,2132.73,0,0,0.7498,0.685988,0,1,0,0
IHIMAP01_clean,0.144278727,0.072572368,2.98E-09,0,0,9.93E-10,4.71E-09,0,0,1.57E-09,427811.5487,340115.2769,1.25784279,2.866722751,1.98806696,5.07944,3.8505,5.07201,1.90767,927.816,486.36,0,0,0.4506,0.236204,0,1,0,0
ZOFZOL_clean,0.073867372,0.037158207,1.29E-08,2.26E-10,1.90E-09,5.01E-09,1.56E-08,4.15E-10,2.72E-09,6.25E-09,1104409.086,692695.5305,1.594364389,3.037163421,1.987915402,9.41161,6.60227,9.39434,0.678974,2530.56,3727.03,0,0,0.7552,1.11227,0,1,0,0
VOGTIV_clean_h,0.076966562,0.038729853,9.81E-09,0,0,3.27E-09,1.10E-08,0,0,3.67E-09,751285.5455,423908.8388,1.772280917,2.974110711,1.987267083,11.63962,10.76348,11.63962,0.91487,1549.21,1693.37,0,0,0.6396,0.699116,0,1,0,0
UMODEH20_clean,0.093023815,0.046812605,2.08E-08,0,2.47E-09,7.76E-09,2.57E-08,0,3.62E-09,9.77E-09,2153894.702,1365716.994,1.577116424,3.152860732,1.98715314,9.81757,5.20485,6.37863,0.582326,2920.59,5015.39,0,0,0.7482,1.28485,0,1,0,0
HIHGUC_clean,0.094876113,0.047746773,3.06E-09,0,5.41E-09,2.82E-09,4.35E-09,0,7.54E-09,3.96E-09,799602.6638,564884.7074,1.4155148,2.977800263,1.987068592,8.04408,6.54623,8.01999,0.696864,2211.4,3173.36,0,0,0.7326,1.05128,0,0,0,0
YUFLOC_clean,0.092498597,0.046552001,1.32E-08,0,0,4.40E-09,1.46E-08,0,0,4.87E-09,1214906.946,676277.8255,1.796461306,3.058188134,1.986995081,6.07463,4.45798,5.9729,0.984585,2401.71,2439.31,0,0,0.6528,0.663021,0,1,0,0
QAGDIO_clean,0.098227889,0.049438698,0,0,1.04E-08,3.47E-09,0,0,1.30E-08,4.33E-09,1016487.608,639505.5463,1.589489901,3.022655446,1.986862377,12.81046,10.08472,12.79582,0.728225,1959.77,2691.16,0,0,0.7164,0.983763,0,1,0,0
JOFKIA_clean,0.054354102,0.027359474,1.93E-08,0,0,6.43E-09,2.06E-08,0,0,6.87E-09,1043815.093,560801.1586,1.861292683,3.0334527,1.986664729,6.957,5.13094,6.957,1.57886,1125.97,713.155,0,0,0.5264,0.333406,0,1,0,0
XUMMOJ_clean,0.104366129,0.052541897,0,0,5.32E-09,1.77E-09,0,0,6.93E-09,2.31E-09,552465.4789,362303.8271,1.524867908,2.915496705,1.986341091,8.37622,7.86065,8.37622,1.08186,1183.03,1093.52,0,0,0.5464,0.505057,0,1,0,0
IYODAD_clean,0.077175046,0.038858151,0,7.14E-09,0,2.38E-09,0,7.59E-09,0,2.53E-09,548288.3865,293466.0359,1.868319735,2.92179026,1.986070979,9.11936,6.31963,9.11936,1.11347,1733.11,1556.5,0,0,0.6578,0.590765,0,0,0,0
LECGEH_clean,0.447654559,0.225467084,0,3.11E-10,0,1.04E-10,0,5.43E-10,0,1.81E-10,138527.9282,121819.529,1.137156984,2.669219848,1.985454156,4.6023,3.38182,4.58013,1.08823,903.939,830.653,0,0,0.5422,0.498241,0,1,0,0
YUZPIU_clean,0.044475182,0.022403977,1.11E-09,9.25E-10,0,6.78E-10,1.79E-09,1.47E-09,0,1.09E-09,90056.71181,72673.59703,1.239194363,2.595765428,1.985146744,24.28264,10.2733,24.27637,0.405541,1930.72,4760.85,0,0,0.8426,2.07772,0,1,0,0
MIFNUM_clean,0.175010023,0.088164542,4.87E-10,0,0,1.62E-10,6.18E-10,0,0,2.06E-10,84805.85194,54214.61389,1.564261845,2.590691308,1.985038645,6.11585,5.67624,6.11585,1.55309,529.015,340.62,76.1683,49.0429,0.441,0.283949,0,1,0,0
SEFVEG02_clean,0.050541256,0.025467084,5.22E-21,4.99E-21,1.23E-08,4.10E-09,6.92E-18,7.17E-18,1.06E-08,3.53E-09,618564.6257,268608.0505,2.302852146,2.956992512,1.984571771,11.61381,3.82654,11.61381,0.901728,1567.52,1738.35,0,0,0.642,0.711966,0,0,0,0
CEZNAY_clean,0.128999278,0.065006816,1.47E-14,0,0,4.90E-15,4.85E-13,0,0,1.62E-13,1.886855111,31.37144852,0.060145616,1.004293384,1.98439619,5.01935,2.93554,4.97839,2.11441,0,0,484.842,229.304,0.4766,0.225406,0,1,0,0
ZILFOR_manual,0.099839628,0.050316735,1.39E-09,8.45E-10,5.78E-10,9.38E-10,2.33E-09,1.43E-09,1.04E-09,1.60E-09,279451.6155,240318.7343,1.162837414,2.791455454,1.984223102,9.30653,7.96955,8.40209,0.639421,2480.2,3878.82,0,0,0.7576,1.18482,0,1,0,0
HUPQIU_clean,0.103195413,0.052028707,1.03E-09,0,0,3.43E-10,1.78E-09,0,0,5.93E-10,105762.4631,92150.34673,1.147716388,2.622471341,1.983432204,11.12952,5.24741,11.12952,1.02735,1615.52,1572.51,0,0,0.5816,0.566115,0,1,0,0
HASTAY_clean,0.509109133,0.256691524,1.44E-09,0,4.40E-11,4.95E-10,1.85E-09,0,3.11E-10,7.20E-10,751759.1576,551950.6302,1.362004347,2.9662145,1.983349996,6.39369,3.9398,5.95965,1.27695,1466.95,1148.79,0.116669,0.0913651,0.5758,0.450916,0,1,0,0
UMODEH25_clean,0.086765295,0.043749499,1.82E-08,0,4.98E-08,2.27E-08,2.26E-08,0,4.61E-08,2.29E-08,5870686.627,2990637.394,1.963021876,3.336263355,1.983229454,9.75422,5.20239,6.39739,0.581306,2933.81,5046.92,0,0,0.7442,1.28022,0,1,0,0
comp2_clean,0.172540293,0.087013872,1.09E-09,0,0,3.63E-10,1.56E-09,0,0,5.20E-10,187133.2531,135066.3088,1.385491725,2.725018485,1.982905588,6.3721,5.81224,6.36767,1.69788,895.639,527.505,0,0,0.47,0.276816,0,1,0,0
VEMMOQ_clean,0.098873386,0.049863684,0,3.84E-08,0,1.28E-08,0,3.89E-08,0,1.30E-08,3777848.779,1930047.072,1.95738686,3.25952386,1.982873668,8.8382,8.57859,8.83401,0.859762,1844.22,2145.04,0,0,0.7008,0.815109,0,1,0,0
UBULUA_clean,0.117340229,0.05918531,3.32E-08,1.96E-09,0,1.17E-08,3.47E-08,2.11E-09,0,1.23E-08,4105156.668,2167772.399,1.893721255,3.272192236,1.982590427,8.25861,7.55924,8.25861,1.22262,2063.77,1688,0,0,0.67,0.548005,0,1,0,0
SUKYON_clean,0.08243124,0.041580467,0,7.66E-09,1.70E-09,3.12E-09,0,9.36E-09,2.37E-09,3.91E-09,767717.8173,485312.3163,1.581904665,2.973745528,1.982451039,10.7978,7.28862,10.07334,0.52652,2852.06,5416.81,0.601169,1.14178,0.7786,1.47877,0,1,0,0
ERIJUM_clean,0.079672841,0.040193248,0,3.98E-13,0,1.33E-13,0,2.60E-12,0,8.67E-13,31.55203057,103.9825321,0.303435874,1.005475949,1.982244406,9.00258,2.71737,9.00139,1.21845,0,0,1335.11,1095.75,0.6326,0.519185,0,1,0,0
QAQ0O_clean,0.066321867,0.033461631,7.13E-10,0,4.69E-09,1.80E-09,2.00E-09,0,6.49E-09,2.83E-09,356554.276,282675.8679,1.261353786,2.835122029,1.982027326,9.00524,7.79992,9.00524,0.836247,1935.23,2314.19,0,0,0.674,0.805982,0,1,0,0
SOHMUY_clean,0.106607329,0.053800818,2.51E-08,0,0,8.37E-09,2.73E-08,0,0,9.10E-09,2662531.301,1461455.056,1.82183591,3.195115133,1.981518738,8.20693,7.56134,7.97833,1.2172,2055.43,1688.66,0,0,0.6606,0.542722,0,0,0,0
DIBQOW_clean,0.240846764,0.121562024,2.38E-09,0,2.14E-09,1.51E-09,3.77E-09,0,2.31E-09,2.03E-09,1083211.317,735420.0059,1.472915216,3.031519558,1.981266485,9.37426,8.42221,9.36118,0.760114,2220.47,2921.23,0,0,0.6854,0.901706,0,1,0,0
EBEGID_clean,0.405709245,0.204779087,0,0,2.27E-12,7.57E-13,0,0,9.36E-12,3.12E-12,916.3780957,1907.196273,0.48048442,1.00653658,1.981204482,4.48274,2.95187,4.48274,2.57758,0,0,203.653,79.0093,0.3084,0.119647,0,1,0,0
ZAXQOG_clean,0.529167669,0.267123727,3.34E-09,3.35E-09,0,2.23E-09,4.16E-09,4.12E-09,0,2.76E-09,3522519.11,2200780.557,1.600577168,3.238776866,1.9809834,5.67387,3.7719,5.66477,1.01421,1385.47,1366.06,80.4067,79.2805,0.6032,0.594751,0,1,0,0
ja510525s_si_003-1_clean,0.100637479,0.05080186,1.73E-09,0,2.07E-08,7.48E-09,4.26E-09,0,2.45E-08,9.59E-09,2246068.312,1453792.531,1.544971696,3.159521031,1.980980204,10.94267,8.40951,10.74622,0.792307,2099.13,2649.38,0,0,0.6954,0.87769,0.000252427,1,0,0
PAPVAF_clean,0.073835298,0.037282495,0,0,4.28E-08,1.43E-08,0,0,4.80E-08,0.000000016,3144428.611,1780656.478,1.765881657,3.222653649,1.980428027,10.09597,6.84011,9.58875,0.817097,2396.15,2932.52,0,0,0.7324,0.896344,0,1,0,0
NIGFOZ_clean,0.094427071,0.047686633,5.16E-09,0,0,1.72E-09,5.94E-09,0,0,1.98E-09,484819.5884,281849.3533,1.72013731,2.896812118,1.980158067,7.49823,4.6446,7.49513,1.19407,2411.1,2019.23,0,0,0.6618,0.554241,0,1,0,0
AYUWUM_clean,0.698588726,0.35281453,2.38E-15,0,0,7.93E-16,6.26E-14,0,0,2.09E-14,1.654369321,21.97630804,0.075279675,1.004358855,1.980045227,4.54144,3.13863,4.54144,1.25983,0,0,541.986,430.206,0.4246,0.33703,0,1,0,0
ZOFZIF_clean,0.067167829,0.03392671,2.01E-08,2.13E-08,4.42E-08,2.85E-08,2.05E-08,2.07E-08,4.96E-08,3.03E-08,5720961.356,3065219.172,1.86641184,3.329124333,1.979791999,8.07986,5.82761,8.06722,0.702361,2633.85,3750,0,0,0.7174,1.02141,0,1,0,0
SOKWAS01_clean,0.209273515,0.105709245,1.74E-08,1.39E-09,0,6.26E-09,2.10E-08,2.85E-09,0,7.95E-09,3912685.917,2508622.381,1.559695053,3.25622294,1.979708728,5.31439,4.17423,5.31439,1.94035,1774.06,914.299,0,0,0.5988,0.308604,0,1,0,0
ICODIP01_clean,0.056527143,0.028558255,0,1.46E-09,0,4.87E-10,0,1.52E-09,0,5.07E-10,82119.03361,43192.58468,1.901229904,2.592840318,1.97936264,12.6239,9.97272,12.61095,0.806244,1575.25,1953.81,0,0,0.686,0.850859,0,0,0,0
NACYAU_clean,0.086997835,0.043957983,0,7.17E-10,3.03E-09,1.25E-09,0,1.13E-09,4.42E-09,1.85E-09,324359.0923,242753.0404,1.336169021,2.819790903,1.979113441,9.59326,6.44061,9.30682,0.587991,2547.85,4333.14,0,0,0.7478,1.27179,0,1,0,0
BUPFEY_clean,0.07933205,0.040084997,2.79E-14,0,0,9.30E-15,4.91E-12,0,0,1.64E-12,2.202352433,195.8381445,0.011245779,1.004088489,1.97909582,9.7736,3.34249,9.76424,1.41669,1646.6,1162.29,6.40448,4.52075,0.6362,0.449076,0,1,0,0
EMAMUC_clean,0.077275279,0.039050597,0,0,3.80E-08,1.27E-08,0,0,3.92E-08,1.31E-08,2921851.345,1523167.565,1.918273086,3.213791221,1.978850131,5.84513,5.03009,5.84513,1.22272,803.232,656.921,0,0,0.473,0.386841,0,1,0,0
ZIGFIG_clean,1.428838906,0.722075214,1.30E-08,1.18E-08,1.18E-08,1.22E-08,1.72E-08,1.56E-08,1.58E-08,1.62E-08,52035327.32,34918264.08,1.490203728,3.70446112,1.978795115,11.59694,6.57481,10.91215,0.866393,2057.4,2374.67,0,0,0.6856,0.791327,0,1,2,0
UMOVEZ05_clean,0.075186433,0.037996151,4.91E-09,0,4.47E-09,3.13E-09,7.50E-09,0,5.59E-09,4.36E-09,701740.0413,494895.1409,1.417957024,2.955161787,1.978790773,10.32083,5.66439,10.32083,0.556946,2888.61,5186.51,0,0,0.7674,1.37787,0,1,0,0
ASUKEE01_clean,6.475671558,3.272624489,0,9.57E-10,0,3.19E-10,0,3.18E-09,0,1.06E-09,6166385.752,10355170.02,0.595488605,3.323345522,1.978739565,4.79531,3.45398,4.78239,1.18884,601.717,506.139,0.156486,0.131629,0.504,0.423944,0,1,0,0
UBIBUF_clean,0.083168952,0.042037527,1.07E-09,0,1.40E-08,5.02E-09,1.66E-09,0,1.97E-08,7.12E-09,1247120.504,893454.3052,1.395841395,3.054689566,1.978445402,11.65323,7.63405,11.12586,0.757644,2339.26,3087.55,0,0,0.745,0.983311,0,1,0,0
ASAHEJ_clean,0.038425146,0.019425066,2.41E-08,0,0,8.03E-09,2.90E-08,0,0,9.67E-09,921438.8245,560524.2925,1.643887405,3.006708934,1.978121773,7.58274,6.68199,7.16375,2.10294,1485.76,706.516,0,0,0.5748,0.273331,0,1,0,0
HOMRIL_clean,0.125531232,0.063463235,2.01E-09,0,0,6.70E-10,2.11E-09,0,0,7.03E-10,251062.464,133241.2198,1.884270232,2.786520394,1.978015019,8.32537,4.10495,8.32349,0.82756,1557.76,1882.35,17.9805,21.7271,0.651,0.78665,0,1,0,0
VEQBUP_charged,0.01659049,0.008387459,2.85E-09,0,0,9.50E-10,3.99E-09,0,0,1.33E-09,47047.65821,33299.46409,1.412865327,2.485621718,1.978011457,5.40363,3.67177,5.40363,1.82037,410.64,225.581,8.91728,4.89862,0.4188,0.230064,0,0,0,0
UKIQOV_clean,0.057673803,0.02915965,9.66E-10,0,6.95E-09,2.64E-09,1.56E-09,0,1.03E-08,3.95E-09,454274.4523,344112.8846,1.320132063,2.878063109,1.977863349,13.66711,9.63813,13.66009,0.628902,2104.6,3346.47,0,0,0.7776,1.23644,0,1,0,0
ZAQWEW_clean,0.068330527,0.034548152,0,2.12E-08,0,7.07E-09,0,2.10E-08,0,0.000000007,1441400.172,721901.6836,1.996671021,3.09328679,1.977834502,6.95842,6.13717,6.94512,1.39957,1222.41,873.413,0,0,0.5188,0.370684,0,1,0,0
HAWWEK_clean,0.152826558,0.077283297,0,8.14E-09,0,2.71E-09,0,7.55E-09,0,2.52E-09,1237819.087,580585.9625,2.132016905,3.071150909,1.977484967,6.09263,4.09444,6.07646,0.818977,2614.48,3192.37,0,0,0.6796,0.829816,0,0,0,0
YEDKOI_clean,0.062905942,0.031813808,0,0,5.85E-08,1.95E-08,0,0,6.82E-08,2.27E-08,3661689.161,2158907.17,1.69608458,3.247516012,1.977315699,5.69122,4.8418,5.69122,1.08403,1663.7,1534.74,7.50334,6.92174,0.592,0.546112,0,1,0,0
VASFIH_clean,0.058399487,0.029536525,1.52E-08,0,0,5.07E-09,1.66E-08,0,0,5.53E-09,883255.9228,487866.9801,1.810444156,3.00314872,1.977195591,5.55628,5.01575,5.54452,1.55799,1392.72,893.922,0,0,0.5596,0.359181,0,0,0,0
KOSJEJ_clean,0.067520648,0.034159249,7.42E-09,0,0,2.47E-09,8.96E-09,0,0,2.99E-09,498510.6549,304544.1503,1.636907668,2.899846585,1.976643222,11.06598,9.80954,11.06598,1.1867,1573.29,1325.77,0,0,0.637,0.536783,0,1,0,0
KOSLEL_clean,0.061382407,0.03105605,6.73E-09,0,0,2.24E-09,7.86E-09,0,0,2.62E-09,411048.3573,242886.1224,1.692350116,2.867518422,1.976503998,10.95857,9.85075,10.95857,1.20305,1607.72,1336.37,0,0,0.652,0.541956,0,1,0,0
BUPDUM_clean,0.075074172,0.037984123,0,0,0,0,5.48E-13,4.55E-13,0,3.34E-13,0,37.90853271,0,1.004042768,1.976461902,9.76326,3.29047,9.75377,1.32342,0,0,1650.82,1247.39,0.6388,0.482688,0,1,0,0
WOBHEB01_clean,0.073386256,0.037130142,7.94E-09,0,0,2.65E-09,8.99E-09,0,0,3.00E-09,579787.933,332139.2802,1.745616877,2.928470445,1.976460419,11.39724,10.6155,11.39724,1.22811,1590.58,1295.14,0,0,0.6596,0.537083,0,1,0,0
QIWQES_clean,0.138489295,0.070070564,8.51E-09,1.08E-08,4.61E-09,7.97E-09,9.49E-09,1.15E-08,5.58E-09,8.86E-09,3296183.021,1852512.324,1.779304234,3.231160888,1.97642615,6.44452,4.39633,6.26218,0.848839,2656.63,3129.72,0,0,0.6752,0.795439,0,1,0,0
NEGZUW_clean,0.052902734,0.026770107,0,1.26E-09,3.13E-09,1.46E-09,0,2.01E-09,4.81E-09,2.27E-09,231087.5644,181663.8107,1.272061637,2.759936041,1.976186871,6.52732,5.75532,6.52732,1.40591,2132.81,1517.03,0,0,0.6336,0.450668,0,1,0,0
ATOWIQ_clean,0.077892711,0.03943549,0,2.71E-09,0,9.03E-10,0,3.15E-09,0,1.05E-09,210039.0516,123603.7746,1.699293182,2.751034284,1.975193183,9.54888,7.69493,9.54888,0.866747,1781.33,2055.19,0,0,0.6812,0.785928,0,1,0,0
QIHXIQ_clean,0.077483762,0.039235025,0,0,3.73E-09,1.24E-09,0,0,5.85E-09,1.95E-09,287576.5495,228382.9813,1.259185548,2.797742246,1.974862052,9.72743,8.74819,9.72743,0.867164,1773.91,2045.64,0,0,0.6572,0.757873,0,1,0,0
ja5b02999_si_003_clean,0.044062224,0.022311763,2.12E-10,6.18E-10,6.17E-10,4.82E-10,4.88E-10,1.10E-09,1.10E-09,8.96E-10,63440.83396,59675.64074,1.063094307,2.532652645,1.974842777,14.70244,11.79351,14.69456,0.775127,1933.94,2495,0,0,0.7872,1.01557,0,1,0,0
KOSLOV_clean,0.068378638,0.034628338,8.63E-09,0,0,2.88E-09,8.96E-09,0,0,2.99E-09,587171.787,308726.2771,1.901917104,2.934587462,1.974643946,11.06557,9.9584,11.06504,1.19415,1597.55,1337.81,0,0,0.6546,0.54817,0,1,0,0
RONZOJ_clean,0.104907385,0.053127255,1.40E-12,1.58E-12,0,9.93E-13,9.63E-12,7.70E-12,0,5.78E-12,311.068664,916.1147554,0.339552073,1.005677334,1.974643429,4.79668,3.08547,4.79668,1.8064,0,0,616.399,341.231,0.4724,0.261515,0,1,0,0
LIWFIG_clean,0.128570283,0.065111058,0,0,4.30E-09,1.43E-09,2.35E-22,0,5.44E-09,1.81E-09,550101.7084,352441.9458,1.56082928,2.91543197,1.974630531,4.34442,2.54064,4.34442,1.99047,0,0,514.749,258.607,0.4374,0.219747,0,1,0,0
PURNEX_clean,0.074621121,0.037791677,0,1.03E-08,2.26E-08,1.10E-08,0,1.23E-08,2.43E-08,1.22E-08,2442820.777,1376293.909,1.774926679,3.179008362,1.974538494,5.09479,3.51841,5.0825,3.89183,1036.85,266.417,0,0,0.4494,0.115473,0,1,0,0
NIGDIS_clean,0.064914602,0.032876273,3.48E-09,0,0,1.16E-09,3.77E-09,0,0,1.26E-09,224778.9204,123326.9146,1.822626643,2.76571925,1.974512196,14.03164,7.36423,14.03164,0.622681,2210.2,3549.5,0,0,0.7674,1.23241,0,1,0,0
HOGTOM_clean,0.026144656,0.013242723,0,0,5.28E-08,1.76E-08,0,0,6.36E-08,2.12E-08,1373569.987,838046.9481,1.639013172,3.075960916,1.974265867,7.72626,5.11822,7.71236,1.77252,921.698,519.992,0,0,0.4714,0.265948,0,0,0,0
XALBOC_clean,0.438312886,0.222019084,0,0,9.11E-09,3.04E-09,0,0,1.13E-08,3.77E-09,3973164.569,2496333.979,1.591599763,3.259511082,1.974212658,12.16156,7.7526,11.87507,0.87192,1576.24,1807.78,0,0,0.6178,0.708551,0,1,0,0
TEJGAS_clean,0.142622885,0.072243605,1.34E-09,0,0,4.47E-10,3.05E-09,0,0,1.02E-09,190163.8467,219246.7614,0.867350767,2.721275378,1.97419391,4.74057,3.77757,4.73232,1.91081,991.998,519.151,0,0,0.479,0.250679,0,1,0,0
ENESOH_clean,0.078846925,0.039940662,3.67E-08,0,2.41E-09,1.30E-08,4.15E-08,0,3.57E-09,1.50E-08,3068361.43,1791169.787,1.713048898,3.217183169,1.974101606,8.38054,5.7847,8.27724,0.639206,2434.82,3809.13,4.9539,7.75009,0.7442,1.16426,0,1,0,0
KEFBOO_clean,0.09615107,0.048709005,2.90E-09,3.03E-09,2.93E-09,2.95E-09,3.96E-09,4.51E-09,3.44E-09,3.97E-09,847660.1793,577238.0593,1.468475901,2.988844884,1.973989614,11.98728,8.05488,11.98728,0.72084,2302.73,3194.5,0,0,0.7462,1.03518,0,1,0,0
MASZOX_clean,0.558138882,0.282768022,0,0,1.95E-09,6.50E-10,0,0,2.58E-09,8.60E-10,1082956.04,725911.9371,1.491855946,3.031815803,1.973840175,6.20608,3.81259,6.16409,1.48643,1158.39,779.31,0,0,0.5192,0.349294,0,1,0,0
HAMLIT_clean,0.40372865,0.204562585,4.83E-09,1.06E-09,0,1.96E-09,6.21E-09,1.54E-09,0,2.58E-09,2366131.093,1577472.67,1.499950609,3.167733056,1.973619223,7.60143,4.74827,7.04866,1.03116,1778.09,1724.35,0,0,0.6042,0.58594,0,1,0,0
EDUSOL_clean,0.566955336,0.287270467,1.82E-08,1.83E-08,1.09E-09,1.25E-08,2.55E-08,2.55E-08,1.64E-09,1.75E-08,21205821.97,15046683.96,1.409335241,3.547130039,1.97359423,12.82141,3.84026,12.82141,2.18826,1494.62,683.017,0,0,0.5914,0.270261,0,0,2,0
ic500323r_si_002_clean,0.190493946,0.096527945,0,2.36E-08,0,7.87E-09,0,2.70E-08,0,0.000000009,4473290.672,2593288.075,1.724949386,3.282939821,1.973459043,5.13222,4.08543,5.13222,1.68431,1029.92,611.476,0,0,0.4906,0.291276,0,1,0,0
IRAJAN_clean,16.92132147,8.574480795,0,9.28E-11,0,3.09E-11,0,2.86E-10,0,9.53E-11,1562486.201,2440101.002,0.640336691,3.085196091,1.97345144,4.02837,3.06742,4.02095,2.4407,0,0,569.779,233.449,0.4384,0.179621,0,0,0,0
UMUBOV_clean,0.090634272,0.045930559,4.50E-09,0,1.47E-09,1.99E-09,6.91E-09,0,2.19E-09,3.03E-09,538394.6307,415888.6437,1.294564396,2.90719399,1.973289112,10.36323,5.21129,10.36305,0.581505,2938.31,5052.94,0,0,0.7516,1.29251,0,1,0,0
EKEKOW_clean,0.187623286,0.095084596,0,0,3.35E-08,1.12E-08,0,0,3.79E-08,1.26E-08,6254109.533,3585777.302,1.744143321,3.341594863,1.973224832,7.39946,6.7038,7.38889,1.19584,1297.81,1085.27,0,0,0.5626,0.470465,0,1,0,0
JUJTAL_clean,0.560408147,0.284026943,7.41E-09,0,0,2.47E-09,9.15E-09,0,0,3.05E-09,4131964.547,2585916.944,1.597872104,3.266444033,1.973080938,5.88047,3.45324,5.88047,1.10464,953.649,863.311,0,0,0.5102,0.461869,0,1,0,0
QIPROY_clean,0.426525539,0.216201588,8.23E-09,7.71E-09,3.38E-09,6.44E-09,1.15E-08,8.48E-09,5.70E-09,8.56E-09,8199476.033,5524434.607,1.484219946,3.383349205,1.97281409,5.10002,3.64368,4.72082,0.794412,2326.28,2928.3,0,0,0.6568,0.826775,0,1,2,0
RAVWOC_clean,0.037952049,0.019240638,2.63E-08,0,0,8.77E-09,2.96E-08,0,0,9.87E-09,993173.0236,566689.4376,1.752587851,3.022134774,1.972494311,28.21772,27.5597,28.21772,0.383766,1182.94,3082.47,0,0,0.7968,2.07627,0,1,0,0
